"","Default","checkingstatus1","duration","history","purpose","amount","savings","employ","installment","sex","residence","age","housing","cards","liable","tele","foreign"
"223",0,"NoAccount",12,"poor","goods/repair",707,"DM0-100","1-7years",4,"male",2,30,"own",2,1,"no","foreign"
"224",0,"NoAccount",24,"poor","biz",2978,"DM0-100","1-7years",4,"male",4,32,"own",2,2,"yes","foreign"
"225",0,"NoAccount",15,"poor","usedcar",4657,"DM0-100","1-7years",3,"male",2,30,"own",1,1,"yes","foreign"
"226",0,"NoAccount",36,"good","goods/repair",2613,"DM0-100","1-7years",4,"male",2,27,"own",2,1,"no","foreign"
"227",1,"DM0-200",48,"poor","goods/repair",10961,"DM1000+","1-7years",1,"male",2,27,"own",2,1,"yes","foreign"
"228",1,"<DM0",12,"poor","goods/repair",7865,"DM0-100","7+years",4,"male",4,53,"forfree",1,1,"yes","foreign"
"229",1,"NoAccount",9,"poor","goods/repair",1478,"DM0-100","1-7years",4,"male",2,22,"own",1,1,"no","foreign"
"230",0,"<DM0",24,"poor","goods/repair",3149,"DM0-100","0-1year",4,"male",1,22,"forfree",1,1,"no","foreign"
"231",1,"DM200+",36,"poor","goods/repair",4210,"DM0-100","1-7years",4,"male",2,26,"own",1,1,"no","foreign"
"232",0,"NoAccount",9,"poor","newcar",2507,"DM100-1000","7+years",2,"male",4,51,"forfree",1,1,"no","foreign"
"233",0,"NoAccount",12,"poor","goods/repair",2141,"DM100-1000","1-7years",3,"male",1,35,"own",1,1,"no","foreign"
"234",0,"DM0-200",18,"poor","goods/repair",866,"DM0-100","1-7years",4,"male",2,25,"own",1,1,"no","foreign"
"235",0,"NoAccount",4,"terrible","goods/repair",1544,"DM0-100","1-7years",2,"male",1,42,"own",3,2,"no","foreign"
"236",1,"<DM0",24,"poor","goods/repair",1823,"DM0-100","unemployed",4,"male",2,30,"own",1,2,"no","foreign"
"237",1,"DM0-200",6,"poor","newcar",14555,"DM0-100","unemployed",1,"male",2,23,"own",1,1,"yes","foreign"
"238",1,"DM0-200",21,"poor","biz",2767,"DM100-1000","7+years",4,"male",2,61,"rent",2,1,"no","foreign"
"239",0,"NoAccount",12,"terrible","goods/repair",1291,"DM0-100","1-7years",4,"female",2,35,"own",2,1,"no","foreign"
"240",0,"<DM0",30,"poor","goods/repair",2522,"DM0-100","7+years",1,"male",3,39,"own",1,2,"no","foreign"
"241",1,"<DM0",24,"poor","newcar",915,"DM0-100","7+years",4,"female",2,29,"own",1,1,"no","foreign"
"242",0,"NoAccount",6,"poor","goods/repair",1595,"DM0-100","1-7years",3,"male",2,51,"own",1,2,"no","foreign"
"243",1,"<DM0",48,"good","usedcar",4605,"DM0-100","7+years",3,"male",4,24,"forfree",2,2,"no","foreign"
"244",0,"NoAccount",12,"terrible","biz",1185,"DM0-100","1-7years",3,"female",2,27,"own",2,1,"no","foreign"
"245",0,"NoAccount",12,"good","edu",3447,"DM100-1000","1-7years",4,"female",3,35,"own",1,2,"no","foreign"
"246",0,"NoAccount",24,"poor","biz",1258,"DM0-100","1-7years",4,"male",1,25,"own",1,1,"yes","foreign"
"247",0,"NoAccount",12,"terrible","goods/repair",717,"DM0-100","7+years",4,"male",4,52,"own",3,1,"no","foreign"
"248",0,"NoAccount",6,"good","newcar",1204,"DM100-1000","1-7years",4,"male",1,35,"rent",1,1,"no","german"
"249",0,"DM200+",24,"poor","goods/repair",1925,"DM0-100","1-7years",2,"male",2,26,"own",1,1,"no","foreign"
"250",1,"NoAccount",18,"poor","goods/repair",433,"DM0-100","unemployed",3,"female",4,22,"rent",1,1,"no","foreign"
"251",0,"<DM0",6,"terrible","newcar",666,"DM1000+","1-7years",3,"female",4,39,"own",2,1,"yes","foreign"
"252",0,"DM200+",12,"poor","goods/repair",2251,"DM0-100","1-7years",1,"female",2,46,"own",1,1,"no","foreign"
"253",1,"DM0-200",30,"poor","newcar",2150,"DM0-100","1-7years",4,"female",2,24,"own",1,1,"no","foreign"
"254",0,"NoAccount",24,"poor","goods/repair",4151,"DM100-1000","1-7years",2,"male",3,35,"own",2,1,"no","foreign"
"255",0,"DM0-200",9,"poor","goods/repair",2030,"DM0-100","1-7years",2,"male",1,24,"own",1,1,"yes","foreign"
"256",0,"DM0-200",60,"poor","goods/repair",7418,"DM0-100","1-7years",1,"male",1,27,"own",1,1,"no","foreign"
"257",0,"NoAccount",24,"terrible","goods/repair",2684,"DM0-100","1-7years",4,"male",2,35,"own",2,1,"no","foreign"
"258",1,"<DM0",12,"good","goods/repair",2149,"DM0-100","1-7years",4,"male",1,29,"forfree",1,1,"no","foreign"
"259",0,"NoAccount",15,"poor","usedcar",3812,"DM100-1000","0-1year",1,"female",4,23,"own",1,1,"yes","foreign"
"260",0,"NoAccount",11,"terrible","goods/repair",1154,"DM100-1000","unemployed",4,"female",4,57,"own",3,1,"no","foreign"
"261",0,"<DM0",12,"poor","goods/repair",1657,"DM0-100","1-7years",2,"male",2,27,"own",1,1,"no","foreign"
"262",0,"<DM0",24,"poor","goods/repair",1603,"DM0-100","7+years",4,"female",4,55,"own",1,1,"no","foreign"
"263",0,"<DM0",18,"terrible","newcar",5302,"DM0-100","7+years",2,"male",4,36,"forfree",3,1,"yes","foreign"
"264",0,"NoAccount",12,"terrible","edu",2748,"DM0-100","7+years",2,"female",4,57,"forfree",3,1,"no","foreign"
"265",0,"NoAccount",10,"terrible","newcar",1231,"DM0-100","7+years",3,"male",4,32,"own",2,2,"no","german"
"266",1,"DM0-200",15,"poor","goods/repair",802,"DM0-100","7+years",4,"male",3,37,"own",1,2,"no","foreign"
"267",0,"NoAccount",36,"terrible","biz",6304,"DM0-100","7+years",4,"male",4,36,"own",2,1,"no","foreign"
"268",0,"NoAccount",24,"poor","goods/repair",1533,"DM0-100","0-1year",4,"female",3,38,"own",1,1,"yes","foreign"
"269",1,"<DM0",14,"poor","newcar",8978,"DM0-100","7+years",1,"male",4,45,"own",1,1,"yes","german"
"270",0,"NoAccount",24,"poor","goods/repair",999,"DM0-100","7+years",4,"male",2,25,"own",2,1,"no","foreign"
"271",0,"NoAccount",18,"poor","newcar",2662,"DM0-100","1-7years",4,"male",3,32,"own",1,1,"no","german"
"272",0,"NoAccount",12,"terrible","goods/repair",1402,"DM100-1000","1-7years",3,"female",4,37,"rent",1,1,"yes","foreign"
"273",0,"DM0-200",48,"good","newcar",12169,"DM0-100","unemployed",4,"male",4,36,"forfree",1,1,"yes","foreign"
"274",1,"DM0-200",48,"poor","goods/repair",3060,"DM0-100","1-7years",4,"male",4,28,"own",2,1,"no","foreign"
"275",1,"<DM0",30,"poor","goods/repair",11998,"DM0-100","0-1year",1,"male",1,34,"own",1,1,"yes","foreign"
"276",0,"NoAccount",9,"poor","goods/repair",2697,"DM0-100","1-7years",1,"male",2,32,"own",1,2,"no","foreign"
"277",0,"NoAccount",18,"terrible","goods/repair",2404,"DM0-100","1-7years",2,"female",2,26,"own",2,1,"no","foreign"
"278",0,"<DM0",12,"poor","goods/repair",1262,"DM0-100","7+years",2,"male",4,49,"own",1,1,"yes","foreign"
"279",1,"NoAccount",6,"poor","goods/repair",4611,"DM0-100","0-1year",1,"female",4,32,"own",1,1,"no","foreign"
"280",0,"NoAccount",24,"poor","goods/repair",1901,"DM100-1000","1-7years",4,"male",4,29,"rent",1,1,"yes","foreign"
"281",0,"NoAccount",15,"terrible","usedcar",3368,"DM1000+","7+years",3,"male",4,23,"rent",2,1,"yes","foreign"
"282",0,"NoAccount",12,"poor","goods/repair",1574,"DM0-100","1-7years",4,"male",2,50,"own",1,1,"no","foreign"
"283",0,"DM200+",18,"good","goods/repair",1445,"DM0-100","1-7years",4,"male",4,49,"own",1,1,"no","foreign"
"284",0,"NoAccount",15,"terrible","goods/repair",1520,"DM0-100","7+years",4,"male",4,63,"own",1,1,"no","foreign"
"285",0,"DM0-200",24,"terrible","newcar",3878,"DM100-1000","0-1year",4,"male",2,37,"own",1,1,"yes","foreign"
"286",0,"<DM0",47,"poor","newcar",10722,"DM0-100","0-1year",1,"female",1,35,"own",1,1,"yes","foreign"
"287",0,"<DM0",48,"poor","usedcar",4788,"DM0-100","1-7years",4,"male",3,26,"own",1,2,"no","foreign"
"288",0,"DM0-200",48,"poor","biz",7582,"DM100-1000","unemployed",2,"male",4,31,"forfree",1,1,"yes","foreign"
"289",0,"DM0-200",12,"poor","goods/repair",1092,"DM0-100","1-7years",4,"female",4,49,"own",2,1,"yes","foreign"
"290",1,"<DM0",24,"poor","goods/repair",1024,"DM0-100","0-1year",4,"male",4,48,"own",1,1,"no","foreign"
"291",0,"NoAccount",12,"poor","biz",1076,"DM0-100","1-7years",2,"male",2,26,"own",1,1,"yes","german"
"292",1,"DM0-200",36,"poor","usedcar",9398,"DM0-100","0-1year",1,"male",4,28,"rent",1,1,"yes","foreign"
"293",0,"<DM0",24,"terrible","usedcar",6419,"DM0-100","7+years",2,"female",4,44,"forfree",2,2,"yes","foreign"
"294",0,"DM200+",42,"terrible","usedcar",4796,"DM0-100","7+years",4,"male",4,56,"forfree",1,1,"no","foreign"
"295",0,"NoAccount",48,"terrible","biz",7629,"DM0-100","7+years",4,"male",2,46,"own",2,2,"no","foreign"
"296",1,"DM0-200",48,"poor","goods/repair",9960,"DM0-100","0-1year",1,"female",2,26,"own",1,1,"yes","foreign"
"297",0,"NoAccount",12,"poor","usedcar",4675,"DM0-100","0-1year",1,"female",4,20,"rent",1,1,"no","foreign"
"298",0,"NoAccount",10,"poor","newcar",1287,"DM0-100","7+years",4,"male",2,45,"own",1,1,"no","german"
"299",0,"NoAccount",18,"poor","goods/repair",2515,"DM0-100","1-7years",3,"male",4,43,"own",1,1,"yes","foreign"
"300",0,"DM0-200",21,"terrible","goods/repair",2745,"DM1000+","1-7years",3,"male",2,32,"own",2,1,"yes","foreign"
"301",0,"NoAccount",6,"poor","newcar",672,"DM0-100","unemployed",1,"female",4,54,"own",1,1,"yes","foreign"
"302",1,"DM0-200",36,"good","goods/repair",3804,"DM0-100","1-7years",4,"female",1,42,"own",1,1,"yes","foreign"
"303",1,"DM200+",24,"terrible","newcar",1344,"DM0-100","1-7years",4,"male",2,37,"own",2,2,"no","foreign"
"304",0,"<DM0",10,"terrible","newcar",1038,"DM0-100","1-7years",4,"male",3,49,"own",2,1,"yes","foreign"
"305",1,"NoAccount",48,"terrible","newcar",10127,"DM100-1000","1-7years",2,"male",2,44,"forfree",1,1,"no","foreign"
"306",0,"NoAccount",6,"poor","goods/repair",1543,"DM1000+","1-7years",4,"male",2,33,"own",1,1,"no","foreign"
"307",0,"NoAccount",30,"poor","usedcar",4811,"DM0-100","1-7years",2,"female",4,24,"rent",1,1,"no","foreign"
"308",1,"<DM0",12,"poor","goods/repair",727,"DM100-1000","0-1year",4,"male",3,33,"own",1,1,"yes","foreign"
"309",1,"DM0-200",8,"poor","goods/repair",1237,"DM0-100","1-7years",3,"female",4,24,"own",1,1,"no","foreign"
"310",0,"DM0-200",9,"poor","newcar",276,"DM0-100","1-7years",4,"male",4,22,"rent",1,1,"no","foreign"
"311",0,"DM0-200",48,"poor","biz",5381,"DM0-100","unemployed",3,"male",4,40,"forfree",1,1,"yes","foreign"
"312",0,"NoAccount",24,"poor","goods/repair",5511,"DM100-1000","1-7years",4,"male",1,25,"own",1,1,"no","foreign"
"313",0,"DM200+",24,"poor","goods/repair",3749,"DM0-100","0-1year",2,"female",4,26,"own",1,1,"no","foreign"
"314",1,"DM0-200",12,"poor","newcar",685,"DM0-100","1-7years",2,"male",3,25,"own",1,1,"no","foreign"
"315",0,"DM200+",4,"poor","newcar",1494,"DM0-100","0-1year",1,"male",2,29,"own",1,2,"no","german"
"316",1,"<DM0",36,"good","goods/repair",2746,"DM0-100","7+years",4,"male",4,31,"own",1,1,"no","foreign"
"317",0,"<DM0",12,"poor","goods/repair",708,"DM0-100","1-7years",2,"male",3,38,"own",1,2,"no","foreign"
"318",0,"DM0-200",24,"poor","goods/repair",4351,"DM0-100","1-7years",1,"female",4,48,"own",1,1,"yes","foreign"
"319",0,"NoAccount",12,"terrible","edu",701,"DM0-100","1-7years",4,"male",2,32,"own",2,1,"no","foreign"
"320",0,"<DM0",15,"poor","goods/repair",3643,"DM0-100","7+years",1,"female",4,27,"own",2,1,"no","foreign"
"321",1,"DM0-200",30,"terrible","newcar",4249,"DM0-100","unemployed",4,"male",2,28,"own",2,1,"no","foreign"
"322",1,"<DM0",24,"poor","goods/repair",1938,"DM0-100","0-1year",4,"male",3,32,"own",1,1,"no","foreign"
"323",0,"<DM0",24,"poor","usedcar",2910,"DM0-100","1-7years",2,"male",1,34,"forfree",1,1,"yes","foreign"
"324",0,"<DM0",18,"poor","goods/repair",2659,"DM1000+","1-7years",4,"male",2,28,"own",1,1,"no","foreign"
"325",0,"NoAccount",18,"terrible","newcar",1028,"DM0-100","1-7years",4,"female",3,36,"own",2,1,"no","foreign"
"326",0,"<DM0",8,"terrible","newcar",3398,"DM0-100","1-7years",1,"male",4,39,"own",2,1,"no","german"
"327",0,"NoAccount",12,"terrible","goods/repair",5801,"DM0-100","7+years",2,"male",4,49,"rent",1,1,"yes","foreign"
"328",0,"NoAccount",24,"poor","newcar",1525,"DM1000+","1-7years",4,"female",3,34,"own",1,2,"yes","foreign"
"329",0,"DM200+",36,"poor","goods/repair",4473,"DM0-100","7+years",4,"male",2,31,"own",1,1,"no","foreign"
"330",0,"DM0-200",6,"poor","goods/repair",1068,"DM0-100","7+years",4,"male",4,28,"own",1,2,"no","foreign"
"331",0,"<DM0",24,"terrible","usedcar",6615,"DM0-100","unemployed",2,"male",4,75,"forfree",2,1,"yes","foreign"
"332",1,"NoAccount",18,"terrible","edu",1864,"DM100-1000","1-7years",4,"female",2,30,"own",2,1,"no","foreign"
"333",1,"DM0-200",60,"poor","newcar",7408,"DM100-1000","0-1year",4,"female",2,24,"own",1,1,"no","foreign"
"334",1,"NoAccount",48,"terrible","usedcar",11590,"DM100-1000","1-7years",2,"female",4,24,"rent",2,1,"no","foreign"
"335",1,"<DM0",24,"good","goods/repair",4110,"DM0-100","7+years",3,"male",4,23,"rent",2,2,"no","foreign"
"336",1,"<DM0",6,"terrible","goods/repair",3384,"DM0-100","1-7years",1,"male",4,44,"rent",1,1,"yes","foreign"
"337",0,"DM0-200",13,"poor","goods/repair",2101,"DM0-100","0-1year",2,"female",4,23,"own",1,1,"no","foreign"
"338",1,"<DM0",15,"poor","goods/repair",1275,"DM0-100","1-7years",4,"female",2,24,"rent",1,1,"no","foreign"
"339",0,"<DM0",24,"poor","goods/repair",4169,"DM0-100","1-7years",4,"male",4,28,"own",1,1,"no","foreign"
"340",0,"DM0-200",10,"poor","goods/repair",1521,"DM0-100","1-7years",4,"male",2,31,"own",1,1,"no","foreign"
"341",0,"DM0-200",24,"terrible","edu",5743,"DM0-100","0-1year",2,"female",4,24,"forfree",2,1,"yes","foreign"
"342",0,"<DM0",21,"poor","goods/repair",3599,"DM0-100","1-7years",1,"female",4,26,"rent",1,1,"no","foreign"
"343",0,"DM0-200",18,"poor","goods/repair",3213,"DM100-1000","0-1year",1,"male",3,25,"rent",1,1,"no","foreign"
"344",0,"DM0-200",18,"poor","biz",4439,"DM0-100","7+years",1,"male",1,33,"own",1,1,"yes","foreign"
"345",0,"DM200+",10,"poor","newcar",3949,"DM0-100","0-1year",1,"male",1,37,"own",1,2,"no","foreign"
"346",0,"NoAccount",15,"terrible","goods/repair",1459,"DM0-100","1-7years",4,"female",2,43,"own",1,1,"no","foreign"
"347",0,"DM0-200",13,"terrible","goods/repair",882,"DM0-100","0-1year",4,"male",4,23,"own",2,1,"no","foreign"
"348",0,"DM0-200",24,"poor","goods/repair",3758,"DM100-1000","unemployed",1,"female",4,23,"rent",1,1,"no","foreign"
"349",0,"NoAccount",6,"poor","biz",1743,"DM100-1000","1-7years",1,"male",2,34,"own",2,1,"no","foreign"
"350",1,"DM0-200",9,"terrible","edu",1136,"DM1000+","7+years",4,"male",3,32,"forfree",2,2,"no","foreign"
"351",0,"NoAccount",9,"poor","goods/repair",1236,"DM0-100","0-1year",1,"female",4,23,"rent",1,1,"yes","foreign"
"352",1,"DM0-200",9,"poor","goods/repair",959,"DM0-100","1-7years",1,"female",2,29,"own",1,1,"no","german"
"353",0,"NoAccount",18,"terrible","usedcar",3229,"DM0-100","unemployed",2,"male",4,38,"own",1,1,"yes","foreign"
"354",1,"<DM0",12,"good","goods/repair",6199,"DM0-100","1-7years",4,"male",2,28,"rent",2,1,"yes","foreign"
"355",0,"NoAccount",10,"poor","edu",727,"DM100-1000","7+years",4,"male",4,46,"forfree",1,1,"yes","foreign"
"356",1,"DM0-200",24,"poor","newcar",1246,"DM0-100","0-1year",4,"male",2,23,"own",1,1,"no","foreign"
"357",0,"NoAccount",12,"terrible","goods/repair",2331,"DM0-100","7+years",1,"male",4,49,"own",1,1,"yes","foreign"
"358",1,"NoAccount",36,"poor","goods/repair",4463,"DM0-100","1-7years",4,"male",2,26,"own",2,1,"yes","foreign"
"359",0,"NoAccount",12,"poor","goods/repair",776,"DM0-100","1-7years",4,"male",2,28,"own",1,1,"no","foreign"
"360",1,"<DM0",30,"poor","goods/repair",2406,"DM0-100","1-7years",4,"female",4,23,"rent",1,1,"no","foreign"
"361",0,"DM0-200",18,"poor","edu",1239,"DM0-100","1-7years",4,"male",4,61,"forfree",1,1,"no","foreign"
"362",0,"DM200+",12,"poor","goods/repair",3399,"DM0-100","7+years",2,"male",3,37,"own",1,1,"no","foreign"
"363",0,"DM200+",12,"poor","newcar",2247,"DM0-100","1-7years",2,"female",2,36,"own",2,1,"yes","foreign"
"364",0,"NoAccount",6,"poor","goods/repair",1766,"DM0-100","1-7years",1,"male",2,21,"rent",1,1,"no","foreign"
"365",1,"<DM0",18,"poor","goods/repair",2473,"DM0-100","unemployed",4,"male",1,25,"own",1,1,"no","foreign"
"366",0,"NoAccount",12,"poor","biz",1542,"DM0-100","1-7years",2,"male",4,36,"own",1,1,"yes","foreign"
"367",0,"NoAccount",18,"terrible","usedcar",3850,"DM0-100","1-7years",3,"male",1,27,"own",2,1,"no","foreign"
"368",0,"<DM0",18,"poor","goods/repair",3650,"DM0-100","0-1year",1,"female",4,22,"rent",1,1,"no","foreign"
"369",1,"<DM0",36,"poor","goods/repair",3446,"DM0-100","7+years",4,"male",2,42,"own",1,2,"no","foreign"
"370",0,"DM0-200",18,"poor","goods/repair",3001,"DM0-100","1-7years",2,"female",4,40,"rent",1,1,"no","foreign"
"371",0,"NoAccount",36,"poor","newcar",3079,"DM0-100","1-7years",4,"male",4,36,"own",1,1,"no","foreign"
"372",0,"NoAccount",18,"terrible","goods/repair",6070,"DM0-100","7+years",3,"male",4,33,"own",2,1,"yes","foreign"
"373",0,"NoAccount",10,"terrible","goods/repair",2146,"DM0-100","0-1year",1,"female",3,23,"rent",2,1,"no","foreign"
"374",0,"NoAccount",60,"terrible","newcar",13756,"DM0-100","7+years",2,"male",4,63,"forfree",1,1,"yes","foreign"
"375",1,"DM0-200",60,"good","biz",14782,"DM100-1000","7+years",3,"female",4,60,"forfree",2,1,"yes","foreign"
"376",1,"<DM0",48,"good","biz",7685,"DM0-100","1-7years",2,"female",4,37,"rent",1,1,"no","foreign"
"377",0,"NoAccount",18,"poor","goods/repair",2320,"DM0-100","unemployed",2,"male",3,34,"own",2,1,"no","foreign"
"378",0,"NoAccount",7,"poor","goods/repair",846,"DM0-100","7+years",3,"male",4,36,"forfree",1,1,"no","foreign"
"379",1,"DM0-200",36,"poor","newcar",14318,"DM0-100","7+years",4,"male",2,57,"forfree",1,1,"yes","foreign"
"380",0,"NoAccount",6,"terrible","newcar",362,"DM100-1000","1-7years",4,"female",4,52,"own",2,1,"no","foreign"
"381",0,"<DM0",20,"poor","goods/repair",2212,"DM0-100","1-7years",4,"male",4,39,"own",1,1,"yes","foreign"
"382",1,"DM0-200",18,"poor","usedcar",12976,"DM0-100","unemployed",3,"female",4,38,"forfree",1,1,"yes","foreign"
"383",0,"NoAccount",22,"poor","newcar",1283,"DM0-100","1-7years",4,"female",4,25,"rent",1,1,"no","foreign"
"384",0,"DM200+",12,"poor","newcar",1330,"DM0-100","0-1year",4,"male",1,26,"own",1,1,"no","foreign"
"385",0,"NoAccount",30,"poor","biz",4272,"DM100-1000","1-7years",2,"male",2,26,"own",2,1,"no","foreign"
"386",0,"NoAccount",18,"terrible","goods/repair",2238,"DM0-100","1-7years",2,"female",1,25,"own",2,1,"no","foreign"
"387",0,"NoAccount",18,"poor","goods/repair",1126,"DM0-100","0-1year",4,"female",2,21,"rent",1,1,"yes","foreign"
"388",0,"DM0-200",18,"terrible","goods/repair",7374,"DM0-100","unemployed",4,"male",4,40,"own",2,1,"yes","foreign"
"389",0,"DM0-200",15,"terrible","biz",2326,"DM100-1000","1-7years",2,"male",4,27,"own",1,1,"no","foreign"
"390",0,"NoAccount",9,"poor","biz",1449,"DM0-100","1-7years",3,"female",2,27,"own",2,1,"no","foreign"
"391",0,"NoAccount",18,"poor","newcar",1820,"DM0-100","1-7years",2,"male",2,30,"own",1,1,"yes","foreign"
"392",0,"DM0-200",12,"poor","goods/repair",983,"DM1000+","0-1year",1,"female",4,19,"rent",1,1,"no","foreign"
"393",0,"<DM0",36,"poor","newcar",3249,"DM0-100","1-7years",2,"male",4,39,"forfree",1,2,"yes","foreign"
"394",0,"<DM0",6,"terrible","goods/repair",1957,"DM0-100","1-7years",1,"female",4,31,"own",1,1,"no","foreign"
"395",0,"NoAccount",9,"terrible","goods/repair",2406,"DM0-100","unemployed",2,"male",3,31,"own",1,1,"no","foreign"
"396",0,"DM0-200",39,"poor","edu",11760,"DM100-1000","1-7years",2,"male",3,32,"rent",1,1,"yes","foreign"
"397",0,"<DM0",12,"poor","goods/repair",2578,"DM0-100","unemployed",3,"female",4,55,"forfree",1,1,"no","foreign"
"398",0,"<DM0",36,"terrible","goods/repair",2348,"DM0-100","1-7years",3,"male",2,46,"own",2,1,"yes","foreign"
"399",1,"DM0-200",12,"poor","newcar",1223,"DM0-100","7+years",1,"male",1,46,"rent",2,1,"no","foreign"
"400",0,"NoAccount",24,"terrible","goods/repair",1516,"DM1000+","1-7years",4,"female",1,43,"own",2,1,"no","foreign"
"401",0,"NoAccount",18,"poor","goods/repair",1473,"DM0-100","0-1year",3,"male",4,39,"own",1,1,"yes","foreign"
"402",0,"DM0-200",18,"terrible","biz",1887,"DM0-100","1-7years",4,"male",4,28,"own",2,1,"no","foreign"
"403",1,"NoAccount",24,"poor","biz",8648,"DM0-100","0-1year",2,"male",2,27,"own",2,1,"yes","foreign"
"404",0,"NoAccount",14,"poor","newcar",802,"DM0-100","1-7years",4,"male",2,27,"own",2,1,"no","foreign"
"405",0,"DM0-200",18,"poor","newcar",2899,"DM0-100","7+years",4,"male",4,43,"own",1,2,"no","foreign"
"406",1,"DM0-200",24,"poor","goods/repair",2039,"DM0-100","0-1year",1,"male",1,22,"own",1,1,"yes","foreign"
"407",0,"NoAccount",24,"terrible","usedcar",2197,"DM0-100","1-7years",4,"male",4,43,"own",2,2,"yes","foreign"
"408",0,"<DM0",15,"poor","goods/repair",1053,"DM0-100","0-1year",4,"male",2,27,"own",1,1,"no","german"
"409",0,"NoAccount",24,"poor","goods/repair",3235,"DM100-1000","7+years",3,"male",2,26,"own",1,1,"yes","foreign"
"410",1,"DM200+",12,"terrible","newcar",939,"DM100-1000","1-7years",4,"male",2,28,"own",3,1,"yes","foreign"
"411",0,"DM0-200",24,"poor","goods/repair",1967,"DM0-100","7+years",4,"female",4,20,"own",1,1,"yes","foreign"
"412",0,"NoAccount",33,"terrible","usedcar",7253,"DM0-100","1-7years",3,"male",2,35,"own",2,1,"yes","foreign"
"413",1,"NoAccount",12,"terrible","biz",2292,"DM0-100","unemployed",4,"male",2,42,"own",2,1,"yes","foreign"
"414",0,"NoAccount",10,"poor","newcar",1597,"DM100-1000","1-7years",3,"male",2,40,"rent",1,2,"no","german"
"415",1,"<DM0",24,"poor","newcar",1381,"DM0-100","1-7years",4,"female",2,35,"own",1,1,"no","foreign"
"416",0,"NoAccount",36,"terrible","usedcar",5842,"DM0-100","7+years",2,"male",2,35,"own",2,2,"yes","foreign"
"417",1,"<DM0",12,"poor","newcar",2579,"DM0-100","0-1year",4,"male",1,33,"own",1,2,"no","foreign"
"418",0,"<DM0",18,"poor","edu",8471,"DM0-100","1-7years",1,"female",2,23,"rent",2,1,"yes","foreign"
"419",0,"NoAccount",21,"poor","newcar",2782,"DM100-1000","1-7years",1,"female",2,31,"own",1,1,"no","foreign"
"420",1,"DM0-200",18,"poor","newcar",1042,"DM0-100","1-7years",4,"female",2,33,"own",1,1,"no","foreign"
"421",0,"NoAccount",15,"poor","newcar",3186,"DM1000+","1-7years",2,"female",3,20,"rent",1,1,"no","foreign"
"422",0,"DM0-200",12,"poor","usedcar",2028,"DM0-100","1-7years",4,"male",2,30,"own",1,1,"no","foreign"
"423",0,"DM0-200",12,"terrible","newcar",958,"DM0-100","1-7years",2,"male",3,47,"own",2,2,"no","foreign"
"424",0,"NoAccount",21,"poor","goods/repair",1591,"DM100-1000","1-7years",4,"male",3,34,"own",2,1,"no","foreign"
"425",1,"DM0-200",12,"poor","goods/repair",2762,"DM0-100","7+years",1,"female",2,25,"own",1,1,"yes","foreign"
"426",0,"DM0-200",18,"poor","usedcar",2779,"DM0-100","1-7years",1,"male",3,21,"rent",1,1,"yes","foreign"
"427",0,"NoAccount",28,"terrible","goods/repair",2743,"DM0-100","7+years",4,"male",2,29,"own",2,1,"no","foreign"
"428",0,"NoAccount",18,"terrible","goods/repair",1149,"DM1000+","1-7years",4,"male",3,46,"own",2,1,"no","foreign"
"429",0,"NoAccount",9,"poor","goods/repair",1313,"DM0-100","7+years",1,"male",4,20,"own",1,1,"no","foreign"
"430",1,"<DM0",18,"terrible","goods/repair",1190,"DM0-100","unemployed",2,"female",4,55,"forfree",3,2,"no","foreign"
"431",0,"NoAccount",5,"poor","biz",3448,"DM0-100","1-7years",1,"male",4,74,"own",1,1,"no","foreign"
"432",1,"DM0-200",24,"poor","biz",11328,"DM0-100","1-7years",2,"male",3,29,"own",2,1,"yes","foreign"
"433",0,"<DM0",6,"terrible","goods/repair",1872,"DM0-100","unemployed",4,"male",4,36,"forfree",3,1,"yes","foreign"
"434",0,"NoAccount",24,"terrible","goods/repair",2058,"DM0-100","1-7years",4,"male",2,33,"own",2,1,"yes","foreign"
"435",0,"<DM0",9,"poor","goods/repair",2136,"DM0-100","1-7years",3,"male",2,25,"own",1,1,"no","foreign"
"436",1,"DM0-200",12,"poor","goods/repair",1484,"DM0-100","1-7years",2,"male",1,25,"own",1,1,"yes","foreign"
"437",0,"NoAccount",6,"poor","goods/repair",660,"DM100-1000","1-7years",2,"male",4,23,"rent",1,1,"no","foreign"
"438",0,"NoAccount",24,"terrible","newcar",1287,"DM1000+","7+years",4,"female",4,37,"own",2,1,"yes","foreign"
"439",0,"<DM0",42,"terrible","goods/repair",3394,"DM0-100","unemployed",4,"male",4,65,"own",2,1,"no","foreign"
"440",1,"DM200+",12,"good","biz",609,"DM0-100","0-1year",4,"female",1,26,"own",1,1,"no","foreign"
"441",0,"NoAccount",12,"poor","newcar",1884,"DM0-100","7+years",4,"male",4,39,"own",1,1,"yes","foreign"
"442",0,"<DM0",12,"poor","goods/repair",1620,"DM0-100","1-7years",2,"female",3,30,"own",1,1,"no","foreign"
"443",0,"DM0-200",20,"poor","biz",2629,"DM0-100","1-7years",2,"male",3,29,"own",2,1,"yes","foreign"
"444",1,"NoAccount",12,"poor","edu",719,"DM0-100","7+years",4,"male",4,41,"own",1,2,"no","foreign"
"445",1,"DM0-200",48,"terrible","goods/repair",5096,"DM0-100","1-7years",2,"female",3,30,"own",1,1,"yes","foreign"
